Product_ID,Rakhi_Type,Rakhi_Material,Year,Days_Before_Festival,Weekend_Sale,Day_Of_Week,Delhi_Zone,Store_Type,Average_Temperature_C,Payment_Method,Sales_Count,Shop_Name,Price,No_Of_Customers_Visit
1354,Kids & Cartoon,Silk Thread,2026,1,No,Tuesday,,Supermarket,32.1,Cash,3,Bhatia Rakhi Hub 3,16.26,14
1056,Kids & Cartoon,Silk Thread,2026,1,No,Tuesday,West,Local Street Vendor,34.0,Cash,2,Goel Rakhi Hub 86,12.59,16
1407,Eco-Friendly,Sandalwood (Chandan),2026,4,yES,Saturday,,Online,33.0,Credit Card,6,Kapoor Rakhi Store,76.48,19
3768,Kids & Cartoon,Silk Thread,2026,3,nO,Monday,Central,Local Street Vendor,34.1,Credit Card,2,Khanna Rakhi Hub 85,13.45,14
602,Eco-Friendly,Silk Thread,2026,2,Yes,Sunday,West,Online,29.2,UPI,3,Tandon Traditions,45.08,14
1384,Eco-Friendly,Silk Thread,2026,5,yES,Saturday,Central,Local Street Vendor,33.8,UPI,2,Goel Rakhi Hub 228,21.16,5
3333,Premium & Jewelry,Sterling Silver,2026,6,#Yes,Saturday,East,Online,30.7,Cash,5,Chopra Rakhi Hub 145,814.7,16
2119,Premium & Jewelry,Sterling Silver,2026,1,nO,Monday,West,Supermarket,33.5,Cash,10,Verma Rakhi Hub 30,512.97,35
4320,Kids & Cartoon,Silk Thread,2026,7,Yes,Sunday,East,Local Street Vendor,30.0,Credit Card,3,Gupta Rakhi Hub 299,16.47,7
1913,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Tuesday,Central,Supermarket,32.4,Cash,3,Bansal Rakhi Hub 237,68.3,8
3685,Premium & Jewelry,Sterling Silver,2026,1,No,Thursday,East,Online,34.5,Cash,16,Verma Rakhi Hub 30,664.83,55
3501,Kids & Cartoon,Silk Thread,2026,7,No,Wednesday,East,Online,28.8,Cash,3,Arora Rakhi Hub 115,22.38,8
4814,Eco-Friendly,Sandalwood (Chandan),2026,3,yES,Sunday,North,Online,35.5,UPI,8,Aggarwal Rakhi Hub 247,82.12,27
1741,Premium & Jewelry,Sterling Silver,2026,4,No,Monday,East,Online,32.3,Cash,22,Chawla Rakhi Hub 102,863.8,70
5040,Eco-Friendly,Sandalwood (Chandan),2026,5,#Yes,Saturday,North,Local Street Vendor,27.2,Cash,3,Rastogi Rakhi Hub 189,55.07,8
928,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Wednesday,North,Local Street Vendor,32.3,UPI,8,Tandon Traditions,54.45,29
5139,Premium & Jewelry,Sterling Silver,2026,7,No,Wednesday,Central,Online,28.2,Cash,4,Verma Rakhi Hub 92,877.3,16
3579,Eco-Friendly,Silk Thread,2026,3,No,Wednesday,West,Supermarket,,Cash,7,Jain Rakhi Hub 289,35.55,22
4443,Eco-Friendly,Sandalwood (Chandan),2026,4,Yes,Saturday,East,Online,35.9,Cash,2,Mehra Rakhi Hub 273,73.82,12
5137,Premium & Jewelry,Sandalwood (Chandan),2026,1,Yes,Sunday,North,Online,26.5,Cash,11,Goel Rakhi Hub 15,228.07,34
3069,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Tuesday,East,Local Street Vendor,32.3,Credit Card,2,Bansal Rakhi Hub 124,52.41,7
240,Premium & Jewelry,Sterling Silver,2026,3,#Yes,Sunday,Central,Local Street Vendor,32.8,Credit Card,3,Sethi Traditions,380.5,13
2967,Kids & Cartoon,Silk Thread,2026,7,No,Tuesday,Central,Local Street Vendor,33.5,Credit Card,2,Kapoor Festive Mart,11.87,9
3543,Eco-Friendly,Sandalwood (Chandan),2026,7,No,Thursday,West,Online,36.5,UPI,2,Jain Rakhi Hub 289,69.48,6
3000,Premium & Jewelry,Sterling Silver,2026,5,Yes,Saturday,West,Online,31.7,Cash,7,Kapoor Rakhi Hub 118,670.48,22
3211,Kids & Cartoon,Sandalwood (Chandan),2026,6,Yes,Saturday,North,Supermarket,27.4,Credit Card,5,Kapoor Traditions,33.49,23
102,Kids & Cartoon,Silk Thread,2026,4,No,Tuesday,Central,Supermarket,34.0,UPI,9,Bansal Rakhi & Gifts,16.91,30
319,Premium & Jewelry,Sterling Silver,2026,1,No,Thursday,North,Supermarket,38.9,Cash,9,Chopra Rakhi Hub 145,613.44,52
4582,Eco-Friendly,Sandalwood (Chandan),2026,7,No,Wednesday,East,Local Street Vendor,35.0,Cash,1,Nanda Rakhi Hub 32,46.69,6
3188,Eco-Friendly,Sandalwood (Chandan),2026,1,No,Friday,Central,Local Street Vendor,31.5,Credit Card,12,Sethi Rakhi Hub 113,47.51,75
534,Kids & Cartoon,Silk Thread,2026,4,No,Thursday,Central,Local Street Vendor,28.3,Cash,3,Khanna Rakhi Hub 184,13.18,10
738,Kids & Cartoon,Silk Thread,2026,4,No,Friday,West,Online,29.5,Credit Card,3,Chawla Rakhi Bazaar,15.94,19
1245,Kids & Cartoon,Silk Thread,2026,3,yES,Sunday,East,Online,32.6,UPI,3,Nanda Rakhi Store,20.75,15
1143,Eco-Friendly,Sandalwood (Chandan),2026,6,#Yes,Saturday,North,Local Street Vendor,30.7,UPI,5,Bansal Rakhi Hub 91,57.24,23
4348,Eco-Friendly,Sandalwood (Chandan),2026,4,#Yes,Sunday,Central,Supermarket,34.6,Cash,8,Jain Rakhi Hub 154,83.74,26
4927,Premium & Jewelry,Sterling Silver,2026,3,No,Tuesday,,Local Street Vendor,29.1,Credit Card,3,Mehra Rakhi Hub 88,523.24,13
852,Premium & Jewelry,Sterling Silver,2026,1,yES,Sunday,,Supermarket,29.6,UPI,27,Bansal Rakhi Point,703.05,64
1329,Premium & Jewelry,Sterling Silver,2026,1,Yes,Sunday,East,Supermarket,24.4,Cash,17,Aggarwal Rakhi Hub 162,664.8,26
2191,Premium & Jewelry,Sterling Silver,2026,4,No,Thursday,East,Supermarket,29.2,UPI,7,Jain Handicrafts,714.6,28
3141,Kids & Cartoon,Silk Thread,2026,1,No,Thursday,West,Local Street Vendor,22.5,Cash,7,Sethi Rakhi Hub 174,10.48,37
1929,Premium & Jewelry,Sterling Silver,2026,7,Yes,Saturday,Central,Supermarket,32.6,UPI,4,Chopra Rakhi Hub 145,512.01,12
5005,Premium & Jewelry,Silk Thread,2026,1,No,Wednesday,Central,Local Street Vendor,27.4,Credit Card,2,Saxena Rakhi Hub 158,72.81,13
497,Kids & Cartoon,Silk Thread,2026,4,No,Tuesday,East,Local Street Vendor,35.3,Credit Card,3,Bansal Rakhi Hub 217,12.1,19
493,Kids & Cartoon,Silk Thread,2026,3,No,Tuesday,East,Online,34.0,Credit Card,6,Rastogi Rakhi Hub 231,17.93,29
2772,Eco-Friendly,Sandalwood (Chandan),2026,4,No,Tuesday,East,Local Street Vendor,34.0,Cash,10,Goel Gift House,54.25,36
473,Premium & Jewelry,Sandalwood (Chandan),2026,3,No,Monday,Central,Local Street Vendor,26.4,UPI,11,Bansal Rakhi Hub 91,150.5,33
5051,Premium & Jewelry,Sterling Silver,2026,4,Yes,Sunday,West,Supermarket,30.5,Cash,8,Kapoor Rakhi Hub 109,699.08,31
4077,Kids & Cartoon,Silk Thread,2026,2,No,Monday,East,Supermarket,31.7,UPI,7,Tandon Rakhi Point,16.94,29
3917,Kids & Cartoon,Silk Thread,2026,3,No,Friday,West,Supermarket,33.4,Credit Card,4,Malhotra Rakhi Hub 14,15.29,12
545,Premium & Jewelry,Sterling Silver,2026,7,No,Tuesday,West,Supermarket,33.6,Credit Card,4,Sethi Rakhi Hub 22,608.85,13
4177,Kids & Cartoon,Silk Thread,2026,3,No,Tuesday,East,Supermarket,33.2,Cash,8,Malhotra Rakhi Hub 14,18.48,27
1243,Kids & Cartoon,Silk Thread,2026,6,No,Wednesday,East,Supermarket,33.7,Cash,4,Gupta Rakhi Hub 152,19.73,14
4243,Kids & Cartoon,Silk Thread,2026,1,No,Monday,West,Supermarket,32.7,UPI,3,Chopra Rakhi Hub 248,18.2,11
5539,Kids & Cartoon,Silk Thread,2026,6,No,Tuesday,West,Local Street Vendor,34.1,Cash,3,Sethi Rakhi Hub 173,15.85,17
335,Premium & Jewelry,Silk Thread,2026,6,#Yes,Sunday,East,Online,31.1,UPI,6,Khanna Rakhi Hub 85,119.08,16
2244,Premium & Jewelry,Sterling Silver,2026,4,No,Thursday,Central,Supermarket,25.9,Cash,9,Bansal Rakhi Hub 161,692.53,30
1316,Kids & Cartoon,Silk Thread,2026,6,No,Thursday,North,Supermarket,31.4,Credit Card,2,Saxena Rakhi Hub 49,20.67,10
1920,Eco-Friendly,Sandalwood (Chandan),2026,6,Yes,Sunday,West,Supermarket,23.7,Credit Card,8,Chawla Rakhi Hub 94,54.15,19
2185,Kids & Cartoon,Silk Thread,2026,7,No,Friday,West,Online,27.2,Cash,12,Khanna Festive Mart,18.7,37
3862,Premium & Jewelry,Sterling Silver,2026,6,Yes,Saturday,East,Online,25.7,Credit Card,7,Sharma Traditions,741.5,23
2970,Premium & Jewelry,Sterling Silver,2026,3,Yes,Saturday,East,Local Street Vendor,33.6,UPI,7,Malhotra Emporium,506.04,20
4646,Eco-Friendly,Sandalwood (Chandan),2026,7,No,Monday,West,Local Street Vendor,38.6,UPI,1,Mehra Rakhi Hub 101,71.19,6
133,Kids & Cartoon,Silk Thread,2026,4,No,Thursday,East,Online,32.7,Credit Card,13,Verma Rakhi Hub 264,16.04,40
3961,Kids & Cartoon,Silk Thread,2026,7,Yes,Saturday,Central,Local Street Vendor,34.5,Credit Card,3,Khanna Festive Mart,11.3,7
2525,Eco-Friendly,Silk Thread,2026,7,No,Tuesday,East,Online,30.2,Cash,14,Sethi Rakhi Hub 76,41.83,75
2246,Premium & Jewelry,Sterling Silver,2026,3,#Yes,Saturday,Central,Supermarket,33.4,Cash,9,Aggarwal Emporium,775.36,22
541,Eco-Friendly,Sandalwood (Chandan),2026,6,nO,Monday,Central,Online,35.3,Cash,3,Aggarwal Rakhi Hub 179,107.72,18
1679,Eco-Friendly,Sandalwood (Chandan),2026,2,No,Tuesday,West,Local Street Vendor,35.9,Cash,7,Bhatia Rakhi Hub 204,45.31,42
2030,Kids & Cartoon,Silk Thread,2026,2,No,Wednesday,East,Local Street Vendor,29.6,Credit Card,5,Nanda Rakhi Bazaar,14.69,18
38,Kids & Cartoon,Silk Thread,2026,5,yES,Saturday,Central,Local Street Vendor,31.4,Cash,5,Malhotra Rakhi Hub 14,14.64,18
2110,Premium & Jewelry,Sterling Silver,2026,2,No,Tuesday,East,Supermarket,40.0,Cash,11,Mehra Festive Mart,613.18,49
2425,Eco-Friendly,Sandalwood (Chandan),2026,6,nO,Monday,West,Local Street Vendor,37.4,Credit Card,2,Sharma Rakhi & Gifts,46.55,7
2019,Kids & Cartoon,Silk Thread,2026,5,No,Wednesday,North,Supermarket,31.1,UPI,6,Chawla Emporium,20.51,22
2112,Kids & Cartoon,Silk Thread,2026,2,No,Monday,,Online,31.4,Credit Card,11,Nanda Rakhi Hub 225,18.2,37
2403,Eco-Friendly,Sandalwood (Chandan),2026,2,No,Friday,Central,Supermarket,34.9,Cash,4,Bansal Rakhi Hub 13,69.9,22
749,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Wednesday,Central,Local Street Vendor,30.0,Credit Card,4,Sethi Rakhi Hub 160,58.35,24
4844,Kids & Cartoon,Silk Thread,2026,4,No,Monday,Central,Online,29.8,UPI,2,Verma Rakhi & Gifts,19.06,9
2457,Kids & Cartoon,Sandalwood (Chandan),2026,1,No,Friday,,Online,,UPI,13,Gupta Rakhi Hub 299,40.25,52
4233,Eco-Friendly,Sandalwood (Chandan),2026,4,No,Tuesday,North,Local Street Vendor,37.8,UPI,6,Jain Handicrafts,52.78,21
2345,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Sunday,,Local Street Vendor,28.6,Cash,8,Arora Rakhi Hub 117,54.27,31
96,Kids & Cartoon,Silk Thread,2026,3,nO,Friday,East,Supermarket,29.9,Cash,9,Sharma Rakhi Hub 122,17.25,29
2912,Premium & Jewelry,Sterling Silver,2026,4,No,Wednesday,East,Supermarket,32.2,Cash,4,Nanda Rakhi Hub 79,448.46,12
2434,Kids & Cartoon,Silk Thread,2026,7,Yes,Sunday,West,Online,27.9,Credit Card,5,Malhotra Rakhi & Gifts,19.54,20
5224,Premium & Jewelry,Sterling Silver,2026,3,nO,Thursday,North,Local Street Vendor,37.7,Credit Card,7,Verma Rakhi Corner,482.4,26
2115,Premium & Jewelry,Sterling Silver,2026,2,Yes,Saturday,North,Local Street Vendor,33.3,Credit Card,9,Sethi Rakhi Hub 76,498.32,27
2587,Kids & Cartoon,Silk Thread,2026,2,No,Thursday,,Supermarket,34.8,UPI,8,Verma Rakhi Hub 196,19.22,32
5199,Eco-Friendly,Silk Thread,2026,5,No,Wednesday,Central,Online,28.5,Cash,5,Tandon Rakhi & Gifts,33.66,15
3440,Kids & Cartoon,Silk Thread,2026,1,Yes,Saturday,Central,Local Street Vendor,32.5,Cash,5,Goel Rakhi Hub 133,11.78,13
3555,Premium & Jewelry,Sterling Silver,2026,5,nO,Monday,Central,Supermarket,37.2,Credit Card,7,Bhatia Rakhi Hub 266,576.35,21
454,Premium & Jewelry,Sterling Silver,2026,1,Yes,Sunday,North,Local Street Vendor,32.7,UPI,3,Sethi Rakhi Hub 276,523.74,16
3852,Premium & Jewelry,Sterling Silver,2026,4,No,Tuesday,West,Supermarket,,Credit Card,10,Malhotra Gift House,653.11,35
2813,Kids & Cartoon,Silk Thread,2026,5,nO,Tuesday,West,Online,25.1,Credit Card,8,Chopra Rakhi Hub 241,20.54,23
2837,Kids & Cartoon,Silk Thread,2026,7,Yes,Saturday,North,Online,26.7,Credit Card,4,Chawla Rakhi Hub 186,20.39,12
252,Eco-Friendly,Silk Thread,2026,6,Yes,Saturday,Central,Online,36.1,Cash,5,Saxena Rakhi Hub 83,36.33,24
3325,Kids & Cartoon,Silk Thread,2026,7,No,Thursday,West,Supermarket,28.2,Credit Card,3,Bansal Rakhi Hub 67,18.32,10
1023,Eco-Friendly,Sandalwood (Chandan),2026,7,No,Thursday,,Supermarket,33.1,UPI,3,Verma Rakhi Point,66.3,12
1381,Kids & Cartoon,Silk Thread,2026,2,No,Thursday,North,Supermarket,32.4,UPI,7,Tandon Rakhi Hub 296,18.05,23
1011,Kids & Cartoon,Silk Thread,2026,3,No,Thursday,West,Online,31.8,Cash,18,Chawla Gift House,24.62,59
4650,Kids & Cartoon,Silk Thread,2026,4,Yes,Saturday,East,Supermarket,28.2,UPI,12,Chopra Handicrafts,19.38,49
5391,Kids & Cartoon,Silk Thread,2026,3,No,Friday,East,Supermarket,34.1,Cash,10,Goel Rakhi Hub 221,14.83,36
1673,Eco-Friendly,Sandalwood (Chandan),2026,4,Yes,Sunday,Central,Local Street Vendor,26.3,Cash,7,Aggarwal Handicrafts,52.48,20
626,Kids & Cartoon,Sandalwood (Chandan),2026,2,nO,Friday,North,Supermarket,32.2,Cash,27,Nanda Rakhi Hub 129,33.45,113
39,Premium & Jewelry,Sterling Silver,2026,7,No,Monday,West,Local Street Vendor,30.8,Cash,3,Goel Rakhi Hub 228,709.55,9
2111,Kids & Cartoon,Silk Thread,2026,4,nO,Wednesday,North,Local Street Vendor,33.5,Cash,5,Malhotra Festive Mart,15.95,19
1466,Kids & Cartoon,Sterling Silver,2026,2,No,Tuesday,North,Online,32.6,Cash,6,Gupta Rakhi Hub 165,103.36,27
3224,Kids & Cartoon,Silk Thread,2026,4,No,Monday,East,Local Street Vendor,24.0,Cash,7,Sharma Rakhi Hub 180,11.72,31
4735,Eco-Friendly,Silk Thread,2026,2,No,Thursday,,Online,,UPI,10,Kapoor Rakhi Hub 199,36.48,49
4267,Kids & Cartoon,Silk Thread,2026,4,No,Monday,Central,Supermarket,26.8,Credit Card,3,Bhatia Rakhi Hub 266,21.05,12
3092,Eco-Friendly,Sandalwood (Chandan),2026,6,No,Friday,East,Online,28.3,UPI,2,Arora Rakhi Point,64.07,11
3449,Kids & Cartoon,Silk Thread,2026,1,No,Thursday,East,Supermarket,33.4,Credit Card,6,Chopra Handicrafts,16.29,39
1889,Eco-Friendly,Sandalwood (Chandan),2026,2,yES,Sunday,Central,Online,29.6,Cash,6,Arora Rakhi Hub 117,71.72,33
1609,Kids & Cartoon,Silk Thread,2026,4,Yes,Saturday,Central,Online,30.9,Cash,23,Verma Rakhi Hub 236,18.33,74
1745,Eco-Friendly,Sandalwood (Chandan),2026,6,#Yes,Saturday,East,Online,35.6,UPI,29,Arora Emporium,82.05,82
158,Kids & Cartoon,Silk Thread,2026,1,No,Monday,North,Local Street Vendor,36.0,UPI,12,Sharma Rakhi Hub 35,13.11,54
2440,Eco-Friendly,Silk Thread,2026,4,No,Tuesday,Central,Supermarket,39.0,UPI,3,Rastogi Rakhi & Gifts,33.98,11
2200,Kids & Cartoon,Silk Thread,2026,3,No,Wednesday,East,Online,31.1,Cash,6,Chawla Rakhi Hub 250,20.55,17
3095,Kids & Cartoon,Silk Thread,2026,7,No,Tuesday,East,Local Street Vendor,53.4,Cash,1,Goel Rakhi Hub 107,13.24,5
855,Premium & Jewelry,Sterling Silver,2026,2,No,Tuesday,Central,Online,33.5,Credit Card,2,Mehra Handicrafts,547.51,9
504,Kids & Cartoon,Silk Thread,2026,1,nO,Tuesday,East,Online,33.3,Cash,11,Kapoor Rakhi Hub 97,17.93,47
3749,Kids & Cartoon,Silk Thread,2026,3,Yes,Sunday,North,Local Street Vendor,32.0,Cash,3,Malhotra Handicrafts,13.52,9
316,Kids & Cartoon,Silk Thread,2026,6,No,Friday,,Local Street Vendor,35.9,UPI,18,Tandon Rakhi Hub 60,85.75,12
711,Eco-Friendly,Silk Thread,2026,5,nO,Thursday,West,Local Street Vendor,34.1,UPI,6,Khanna Rakhi Hub 293,27.76,19
3969,Kids & Cartoon,Silk Thread,2026,2,No,Thursday,,Supermarket,31.8,Cash,14,Jain Rakhi Bazaar,20.28,46
4175,Eco-Friendly,Silk Thread,2026,1,No,Friday,East,Supermarket,25.1,Cash,9,Goel Rakhi & Gifts,37.47,35
3718,Eco-Friendly,Silk Thread,2026,4,Yes,Saturday,East,Supermarket,,Credit Card,7,Chawla Rakhi Hub 24,34.37,20
4228,Premium & Jewelry,Sterling Silver,2026,2,No,Friday,East,Online,29.9,UPI,3,Nanda Rakhi Hub 28,732.07,17
857,Eco-Friendly,Silk Thread,2026,3,No,Monday,Central,Local Street Vendor,36.9,Cash,3,Saxena Rakhi Point,28.22,20
3323,Eco-Friendly,Silk Thread,2026,1,No,Friday,Central,Supermarket,28.8,Cash,26,Mehra Rakhi Hub 6,33.71,91
5003,Eco-Friendly,Sandalwood (Chandan),2026,4,Yes,Saturday,North,Local Street Vendor,34.7,Cash,29,Gupta Rakhi Bazaar,47.86,85
2657,Kids & Cartoon,Silk Thread,2026,7,No,Thursday,North,Local Street Vendor,33.8,Cash,9,Aggarwal Rakhi Hub 55,15.52,9
320,Eco-Friendly,Sandalwood (Chandan),2026,7,#Yes,Saturday,West,Supermarket,32.0,Credit Card,3,Sethi Rakhi Hub 113,62.19,8
430,Eco-Friendly,Silk Thread,2026,4,No,Thursday,East,Supermarket,32.5,Credit Card,7,Sethi Rakhi Bazaar,30.68,26
1019,Premium & Jewelry,Sterling Silver,2026,2,No,Wednesday,West,Supermarket,,Cash,8,Kapoor Emporium,695.06,24
1427,Premium & Jewelry,Sandalwood (Chandan),2026,3,yES,Sunday,Central,Local Street Vendor,37.5,Credit Card,4,Goel Rakhi Hub 133,134.2,22
459,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Monday,,Supermarket,32.3,UPI,3,Jain Handicrafts,55.53,20
3704,Kids & Cartoon,Silk Thread,2026,4,yES,Saturday,West,Online,,Credit Card,17,Sharma Handicrafts,21.41,46
2445,Kids & Cartoon,Silk Thread,2026,3,No,Thursday,,Supermarket,,Cash,4,Chawla Rakhi Hub 250,18.49,16
2108,Eco-Friendly,Sandalwood (Chandan),2026,3,Yes,Sunday,East,Local Street Vendor,24.7,UPI,4,Goel Rakhi Hub 1,49.82,16
3229,Kids & Cartoon,Silk Thread,2026,7,Yes,Sunday,West,Supermarket,25.0,Cash,5,Saxena Rakhi Hub 41,16.29,16
1820,Kids & Cartoon,Silk Thread,2026,1,nO,Monday,East,Supermarket,34.0,Cash,8,Gupta Festive Mart,16.73,30
2668,Premium & Jewelry,Sterling Silver,2026,3,No,Monday,West,Local Street Vendor,36.6,Credit Card,11,Aggarwal Rakhi Hub 157,533.4,53
312,Kids & Cartoon,Silk Thread,2026,1,No,Monday,East,Supermarket,36.5,UPI,6,Goel Rakhi Hub 243,15.66,21
208,Kids & Cartoon,Silk Thread,2026,5,No,Wednesday,West,Local Street Vendor,33.1,Credit Card,3,Chawla Rakhi Hub 186,10.78,10
1194,Eco-Friendly,Sandalwood (Chandan),2026,7,No,Monday,North,Local Street Vendor,37.2,Cash,2,Goel Rakhi Bazaar,283.52,10
2328,Premium & Jewelry,Sterling Silver,2026,2,nO,Thursday,West,Local Street Vendor,31.7,Cash,12,Jain Rakhi Hub 37,602.44,56
4114,Kids & Cartoon,Silk Thread,2026,4,No,Wednesday,East,Local Street Vendor,28.1,Credit Card,3,Chawla Rakhi Hub 155,13.0,14
5741,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Friday,Central,Supermarket,35.6,Cash,9,Rastogi Emporium,54.14,14
1841,Premium & Jewelry,Sandalwood (Chandan),2026,7,Yes,Sunday,North,Online,22.9,Credit Card,5,Saxena Rakhi Hub 138,251.51,17
2535,Eco-Friendly,Sandalwood (Chandan),2026,6,#Yes,Saturday,Central,Supermarket,31.5,Cash,3,Saxena Rakhi Hub 49,62.08,10
1863,Eco-Friendly,Silk Thread,2026,3,#Yes,Saturday,Central,Local Street Vendor,27.1,Cash,2,Saxena Rakhi Hub 193,24.69,11
5837,Eco-Friendly,Sandalwood (Chandan),2026,3,No,Tuesday,East,Supermarket,33.7,Cash,8,Chawla Rakhi Hub 94,50.43,43
3748,Eco-Friendly,Sandalwood (Chandan),2026,7,Yes,Saturday,Central,Online,,Cash,2,Saxena Traditions,79.62,9
4781,Kids & Cartoon,Silk Thread,2026,5,nO,Friday,West,Supermarket,34.0,Credit Card,2,Saxena Rakhi Hub 227,15.07,13
3046,Eco-Friendly,Silk Thread,2026,4,Yes,Saturday,North,Supermarket,33.7,UPI,16,Nanda Rakhi Hub 232,53.08,39
2629,Premium & Jewelry,Sterling Silver,2026,4,No,Tuesday,Central,Online,31.9,UPI,12,Arora Traditions,642.8,44
4229,Kids & Cartoon,Silk Thread,2026,1,No,Tuesday,East,Supermarket,35.0,UPI,8,Khanna Emporium,17.58,36
776,Eco-Friendly,Sandalwood (Chandan),2026,5,nO,Wednesday,East,Supermarket,42.1,Cash,2,Gupta Rakhi Hub 299,78.91,15
4230,Premium & Jewelry,Sterling Silver,2026,3,Yes,Saturday,East,Supermarket,29.1,Credit Card,11,Chawla Rakhi Hub 171,697.8,45
1282,Kids & Cartoon,Silk Thread,2026,4,No,Wednesday,North,Online,34.5,Credit Card,4,Aggarwal Rakhi Hub 55,16.94,15
1008,Kids & Cartoon,Silk Thread,2026,7,#Yes,Sunday,North,Online,33.1,Credit Card,3,Sethi Rakhi Hub 113,21.35,10
3336,Kids & Cartoon,Silk Thread,2026,7,nO,Wednesday,East,Local Street Vendor,31.1,Cash,2,Kapoor Emporium,12.09,15
5503,Premium & Jewelry,Sterling Silver,2026,2,Yes,Sunday,North,Supermarket,31.1,Cash,4,Aggarwal Rakhi Corner,581.36,21
4221,Premium & Jewelry,Sandalwood (Chandan),2026,6,Yes,Saturday,East,Local Street Vendor,37.3,Cash,2,Gupta Emporium,156.11,7
4546,Premium & Jewelry,Sandalwood (Chandan),2026,7,No,Wednesday,North,Local Street Vendor,27.1,Cash,1,Sethi Rakhi Corner,164.08,4
2384,Premium & Jewelry,Sterling Silver,2026,7,No,Friday,Central,Local Street Vendor,32.2,Cash,2,Nanda Festive Mart,429.21,6
744,Premium & Jewelry,Sterling Silver,2026,2,nO,Friday,West,Local Street Vendor,29.4,Cash,2,Aggarwal Rakhi Hub 212,527.16,15
5529,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Friday,Central,Supermarket,33.1,Cash,5,Bansal Rakhi Hub 91,68.81,16
2234,Eco-Friendly,Sandalwood (Chandan),2026,4,No,Thursday,North,Supermarket,32.1,Cash,19,Nanda Rakhi Hub 129,66.32,60
4505,Premium & Jewelry,Silk Thread,2026,7,No,Tuesday,West,Supermarket,29.0,Cash,4,Malhotra Rakhi Hub 4,103.99,12
1370,Kids & Cartoon,Sandalwood (Chandan),2026,1,#Yes,Saturday,Central,Supermarket,32.4,UPI,5,Sharma Rakhi Hub 59,34.79,23
3885,Eco-Friendly,Silk Thread,2026,4,#Yes,Saturday,Central,Local Street Vendor,34.3,UPI,9,Sharma Rakhi Hub 149,26.55,31
687,Kids & Cartoon,Sandalwood (Chandan),2026,5,No,Wednesday,Central,Online,32.2,Cash,3,Bansal Rakhi Hub 214,39.66,10
5278,Eco-Friendly,Silk Thread,2026,3,Yes,Saturday,East,Supermarket,31.7,UPI,9,Goel Rakhi Hub 105,24.94,47
3616,Kids & Cartoon,Silk Thread,2026,3,Yes,Sunday,Central,Online,31.9,UPI,11,Chawla Rakhi Corner,16.84,30
4790,Kids & Cartoon,Silk Thread,2026,6,No,Tuesday,East,Local Street Vendor,29.4,Cash,3,Khanna Rakhi Corner,15.12,11
489,Kids & Cartoon,Sterling Silver,2026,2,No,Tuesday,Central,Supermarket,29.6,UPI,19,Mehra Rakhi Hub 148,103.8,72
2698,Premium & Jewelry,Sterling Silver,2026,5,No,Thursday,Central,Local Street Vendor,39.2,Cash,6,Chawla Rakhi Hub 104,443.74,32
1702,Eco-Friendly,Sandalwood (Chandan),2026,5,Yes,Sunday,North,Supermarket,26.8,Cash,7,Verma Rakhi Hub 236,71.33,21
997,Kids & Cartoon,Silk Thread,2026,7,No,Wednesday,Central,Supermarket,32.0,Cash,3,Verma Emporium,17.16,12
4039,Kids & Cartoon,Silk Thread,2026,2,No,Wednesday,North,Local Street Vendor,27.2,Cash,5,Sethi Rakhi Hub 174,14.61,22
4658,Premium & Jewelry,Silk Thread,2026,7,Yes,Saturday,Central,Online,28.7,Credit Card,4,Mehra Rakhi Hub 101,112.77,10
5865,Kids & Cartoon,Silk Thread,2026,5,Yes,Saturday,North,Online,30.5,Credit Card,7,Arora Festive Mart,18.92,32
4718,Kids & Cartoon,Silk Thread,2026,1,No,Monday,North,Supermarket,37.9,Cash,8,Khanna Rakhi Hub 194,14.5,43
4716,Premium & Jewelry,Sterling Silver,2026,7,Yes,Sunday,Central,Online,33.1,Cash,2,Tandon Rakhi Hub 142,917.17,8
3483,Eco-Friendly,Sandalwood (Chandan),2026,5,No,Tuesday,West,Local Street Vendor,26.0,Credit Card,8,Chawla Rakhi Hub 295,43.5,28
2976,Eco-Friendly,Silk Thread,2026,2,No,Friday,North,Online,37.5,Credit Card,29,Aggarwal Festive Mart,44.18,85
5894,Eco-Friendly,Sandalwood (Chandan),2026,1,nO,Tuesday,West,Supermarket,29.7,UPI,11,Sethi Rakhi Hub 131,60.88,39
5147,Eco-Friendly,Silk Thread,2026,2,nO,Monday,East,Supermarket,34.1,Credit Card,4,Chawla Rakhi Hub 34,28.54,18
1085,Eco-Friendly,Sandalwood (Chandan),2026,1,nO,Thursday,West,Online,31.0,UPI,7,Chawla Rakhi Hub 250,86.15,37
2267,Eco-Friendly,Sandalwood (Chandan),2026,7,Yes,Saturday,Central,Local Street Vendor,30.7,Cash,2,Rastogi Traditions,47.09,7
1923,Kids & Cartoon,Silk Thread,2026,7,No,Tuesday,North,Local Street Vendor,33.3,Credit Card,3,Mehra Rakhi Hub 75,10.18,13
